ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmp6,Age,Age_Category,Income_Category,Total_Children,Total_Amount,Length,Frequency,Monetary,lrfm_score_total,lrfm_segment,DominantChannel
988,1965,Graduate,Coupled,81168.0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,0,0,0,1,0,0,49,Adult,High,0,1193,150,17,1193,11,Silver,NumStorePurchases
7930,1969,Graduate,Single,26877.0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,0,0,0,0,0,0,44,Adult,Low,0,268,411,10,268,11,Silver,NumStorePurchases
4587,1944,Graduate,Single,45006.0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,0,0,0,0,0,0,69,Senior,Medium,0,266,443,11,266,10,Silver,NumStorePurchases
6682,1973,Non-Graduate,Coupled,18978.0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,0,0,0,0,0,0,39,Adult,Low,1,37,662,4,37,10,Silver,NumStorePurchases
6222,1967,Graduate,Coupled,22574.0,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,0,0,0,0,0,0,46,Adult,Low,3,37,341,5,37,8,Silver,NumStorePurchases
10299,1969,Graduate,Single,48240.0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,0,0,0,0,0,1,43,Adult,Medium,0,882,694,22,882,16,Platinum,NumStorePurchases
3083,1974,Graduate,Coupled,45837.0,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,0,0,0,0,0,0,39,Adult,Medium,2,373,435,13,373,10,Silver,NumWebPurchases
8953,1965,Graduate,Single,35791.0,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,0,0,0,0,0,0,48,Adult,Medium,3,35,516,4,35,6,Bronze,NumStorePurchases
1503,1976,Graduate,Coupled,162397.0,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,0,0,0,0,0,0,37,Adult,High,2,107,488,1,107,10,Silver,NumStorePurchases
8650,1978,Graduate,Single,54162.0,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,0,0,0,0,0,0,35,Young,Medium,2,42,565,4,42,10,Silver,NumStorePurchases
10862,1960,Graduate,Coupled,30522.0,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,0,0,0,0,0,0,52,Adult,Low,1,326,778,12,326,16,Platinum,NumStorePurchases
2782,1961,Graduate,Coupled,54456.0,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,0,0,0,0,0,0,52,Adult,Medium,1,404,450,14,404,13,Gold,NumStorePurchases
6941,1971,Graduate,Single,31632.0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,0,0,0,0,0,0,42,Adult,Low,0,95,447,5,95,7,Bronze,NumWebPurchases
10972,1949,Graduate,Single,72298.0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,0,1,1,0,0,0,65,Senior,High,0,939,208,13,939,11,Silver,NumStorePurchases
10708,1978,Graduate,Single,36975.0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,0,0,0,0,0,0,35,Young,Medium,1,33,280,4,33,7,Bronze,NumStorePurchases
6583,1955,Graduate,Coupled,72635.0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,0,0,0,1,0,0,58,Senior,High,0,981,488,20,981,14,Platinum,NumCatalogPurchases
3641,1976,Graduate,Coupled,13624.0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,0,0,0,0,0,0,37,Adult,Low,1,36,622,5,36,7,Bronze,NumStorePurchases
10156,1975,Graduate,Single,84196.0,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,0,0,0,0,0,0,38,Adult,High,1,1237,488,19,1237,15,Platinum,NumWebPurchases
4299,1960,Graduate,Coupled,70971.0,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,0,0,0,0,0,1,52,Adult,High,1,1825,743,27,1825,19,Diamond,NumWebPurchases
3469,1977,Graduate,Single,34487.0,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,0,0,0,0,0,0,35,Young,Low,2,103,758,6,103,10,Silver,NumWebPurchases
5063,1977,Graduate,Single,28769.0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,0,0,0,0,0,0,35,Young,Low,1,191,655,9,191,10,Silver,NumWebPurchases
10727,1970,Graduate,Coupled,69084.0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,0,0,0,0,0,0,43,Adult,High,1,1586,319,23,1586,15,Platinum,NumStorePurchases
9624,1958,Graduate,Coupled,65488.0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,0,0,0,0,0,0,56,Senior,Medium,0,963,113,13,963,11,Silver,NumStorePurchases
5156,1970,Graduate,Coupled,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,0,0,0,0,0,0,44,Adult,Medium,1,889,262,21,889,16,Platinum,NumStorePurchases
4376,1960,Graduate,Single,32218.0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,1,0,0,0,0,1,54,Adult,Low,0,93,231,6,93,9,Silver,NumStorePurchases
8923,1973,Graduate,Single,83917.0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,0,0,0,0,0,1,40,Adult,High,0,1587,534,20,1587,18,Diamond,NumCatalogPurchases
8461,1962,Graduate,Single,46102.0,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,52,Adult,Medium,3,16,208,3,16,8,Silver,NumStorePurchases
6945,1952,Graduate,Single,84574.0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,0,0,0,0,0,0,61,Senior,High,0,1375,487,31,1375,15,Platinum,NumCatalogPurchases
944,1962,Graduate,Coupled,56181.0,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,0,0,0,0,0,0,51,Adult,Medium,1,393,634,13,393,15,Platinum,NumStorePurchases
1907,1950,Graduate,Single,63120.0,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,0,0,0,0,0,1,62,Senior,Medium,1,1477,736,21,1477,18,Diamond,NumStorePurchases
701,1971,Graduate,Coupled,73691.0,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,1,0,0,0,0,0,42,Adult,High,1,1179,332,16,1179,14,Platinum,NumStorePurchases
3856,1960,Graduate,Coupled,63381.0,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,0,0,0,0,0,0,52,Adult,Medium,1,1005,729,22,1005,16,Platinum,NumStorePurchases
4149,1948,Graduate,Coupled,76140.0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,0,0,0,0,0,0,66,Senior,High,0,1348,144,20,1348,13,Gold,NumCatalogPurchases
2131,1959,Graduate,Single,62859.0,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,0,0,0,0,0,0,53,Adult,Medium,1,1307,643,19,1307,17,Diamond,NumWebPurchases
2942,1964,Graduate,Single,45906.0,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,1,0,0,0,0,0,49,Adult,Medium,1,486,515,13,486,13,Gold,NumWebPurchases
1173,1947,Graduate,Coupled,77632.0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,0,1,1,0,0,1,66,Senior,High,0,2252,573,12,2252,14,Platinum,NumStorePurchases
4381,1971,Graduate,Coupled,46463.0,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,0,0,0,0,0,0,42,Adult,Medium,2,235,412,10,235,12,Gold,NumStorePurchases
4611,1970,Graduate,Coupled,105471.0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,0,0,1,1,0,1,43,Adult,High,0,1724,621,30,1724,18,Diamond,NumStorePurchases
3376,1970,Graduate,Single,55282.0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,0,0,0,0,0,0,43,Adult,Medium,1,235,295,10,235,13,Gold,NumStorePurchases
4679,1977,Graduate,Coupled,78710.0,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,0,0,0,0,0,0,37,Adult,High,1,1092,134,25,1092,13,Gold,NumStorePurchases
10928,1958,Graduate,Coupled,66886.0,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,0,0,0,0,0,0,55,Senior,Medium,1,599,383,15,599,13,Gold,NumWebPurchases
4248,1960,Graduate,Single,98777.0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,0,1,0,0,0,0,54,Adult,High,0,2008,229,19,2008,14,Platinum,NumStorePurchases
6728,1985,Graduate,Coupled,29103.0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,0,0,0,0,0,0,27,Young,Low,1,48,768,4,48,11,Silver,NumStorePurchases
6661,1974,Graduate,Coupled,67445.0,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,0,0,0,0,0,0,38,Adult,Medium,1,1174,783,27,1174,16,Platinum,NumStorePurchases
4725,1950,Graduate,Coupled,50616.0,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,0,0,0,0,0,0,64,Senior,Medium,1,67,174,6,67,7,Bronze,NumStorePurchases
3277,1955,Graduate,Single,49431.0,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,0,0,0,0,0,0,57,Senior,Medium,1,365,792,13,365,16,Platinum,NumWebPurchases
5555,1975,Graduate,Single,153924.0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,39,Adult,High,0,6,239,0,6,5,Bronze,NumWebPurchases
2564,1953,Graduate,Coupled,61278.0,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,0,0,0,0,0,0,61,Senior,Medium,1,165,273,8,165,7,Bronze,NumStorePurchases
946,1958,Graduate,Coupled,26490.0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,0,0,0,0,0,0,54,Adult,Low,0,210,742,9,210,11,Silver,NumStorePurchases
3867,1947,Graduate,Coupled,73059.0,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,0,0,0,0,0,0,66,Senior,High,1,1095,399,25,1095,16,Platinum,NumStorePurchases
6940,1966,Graduate,Single,46734.0,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,1,0,0,0,0,0,47,Adult,Medium,3,223,348,8,223,8,Silver,NumWebPurchases
55,1963,Graduate,Coupled,56253.0,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,0,0,0,0,0,0,49,Adult,Medium,1,597,666,18,597,13,Gold,NumStorePurchases
7093,1985,Graduate,Coupled,19986.0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,0,0,0,0,0,0,28,Young,Low,1,22,324,3,22,6,Bronze,NumStorePurchases
5084,1975,Graduate,Single,58330.0,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,0,0,0,0,0,0,38,Adult,Medium,1,1064,283,23,1064,12,Gold,NumStorePurchases
1777,1980,Non-Graduate,Coupled,25965.0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,0,0,0,0,0,0,32,Young,Low,0,74,757,5,74,12,Gold,NumStorePurchases
8162,1956,Graduate,Coupled,14661.0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,0,0,0,0,0,0,57,Senior,Low,0,26,641,4,26,7,Bronze,NumStorePurchases
10826,1959,Graduate,Coupled,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,0,0,0,0,0,0,53,Adult,Low,0,60,645,4,60,9,Silver,NumStorePurchases
8754,1974,Graduate,Coupled,45068.0,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,0,0,0,0,0,0,39,Adult,Medium,1,20,506,3,20,9,Silver,NumStorePurchases
1987,1987,Non-Graduate,Single,21063.0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,0,0,0,0,0,0,26,Young,Low,1,59,374,5,59,9,Silver,NumStorePurchases
11007,1968,Graduate,Coupled,29187.0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,0,0,0,0,0,0,45,Adult,Low,1,34,513,4,34,8,Silver,NumStorePurchases
7426,1971,Graduate,Coupled,54690.0,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,0,0,0,0,0,0,42,Adult,Medium,2,198,331,9,198,9,Silver,NumStorePurchases
9153,1964,Graduate,Coupled,59304.0,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,0,0,0,0,0,0,49,Adult,Medium,1,1048,432,25,1048,13,Gold,NumStorePurchases
10379,1962,Graduate,Single,59247.0,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,0,0,0,0,0,0,51,Adult,Medium,2,574,330,16,574,10,Silver,NumStorePurchases
9204,1970,Graduate,Single,66731.0,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,0,0,0,0,0,0,42,Adult,Medium,1,1029,752,13,1029,16,Platinum,NumStorePurchases
3197,1980,Graduate,Coupled,77353.0,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,0,0,0,0,0,0,33,Young,High,1,670,292,18,670,14,Platinum,NumStorePurchases
2920,1975,Graduate,Single,52614.0,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,0,0,0,0,0,0,37,Adult,Medium,1,990,672,14,990,14,Platinum,NumStorePurchases
6961,1974,Graduate,Coupled,26751.0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,0,0,0,0,0,0,40,Adult,Low,2,11,135,3,11,7,Bronze,NumStorePurchases
4673,1963,Graduate,Coupled,81300.0,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,0,0,0,1,0,1,49,Adult,High,1,1241,704,18,1241,19,Diamond,NumWebPurchases
9937,1979,Graduate,Single,70337.0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,0,0,0,0,0,0,35,Young,High,0,576,275,16,576,11,Silver,NumStorePurchases
8779,1985,Graduate,Coupled,36145.0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,1,0,0,0,0,1,28,Young,Medium,1,172,475,8,172,12,Gold,NumWebPurchases
9596,1980,Graduate,Single,65295.0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,0,0,0,0,0,0,33,Young,Medium,0,664,285,19,664,15,Platinum,NumStorePurchases
2891,1963,Graduate,Single,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,0,0,0,0,0,0,50,Adult,Medium,1,928,351,21,928,14,Platinum,NumCatalogPurchases
4910,1967,Graduate,Single,68743.0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,0,0,0,0,0,0,45,Adult,High,0,2074,765,29,2074,16,Platinum,NumStorePurchases
75,1982,Graduate,Coupled,41039.0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,0,0,0,0,0,0,31,Young,Medium,0,467,436,14,467,13,Gold,NumWebPurchases
10120,1955,Graduate,Coupled,38946.0,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,0,0,0,0,0,0,58,Senior,Medium,1,257,345,10,257,9,Silver,NumStorePurchases
6327,1967,Graduate,Coupled,65777.0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,0,0,0,0,0,0,46,Adult,Medium,0,1146,289,16,1146,11,Silver,NumCatalogPurchases
10142,1976,Graduate,Single,66476.0,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,0,0,0,0,0,0,37,Adult,Medium,1,689,576,18,689,13,Gold,NumStorePurchases
9826,1972,Graduate,Single,86857.0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,0,0,0,0,0,1,40,Adult,High,0,2114,752,21,2114,16,Platinum,NumStorePurchases
1501,1982,Graduate,Coupled,160803.0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,30,Young,High,0,1717,791,29,1717,19,Diamond,NumCatalogPurchases
10767,1989,Graduate,Coupled,77845.0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,0,0,1,1,0,0,25,Young,High,0,1346,141,20,1346,13,Gold,NumStorePurchases
7279,1969,Graduate,Coupled,69476.0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,0,0,0,0,0,0,44,Adult,High,0,1044,369,14,1044,14,Platinum,NumCatalogPurchases
7230,1960,Graduate,Single,50611.0,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,0,1,0,0,0,1,52,Adult,Medium,1,493,730,16,493,13,Gold,NumStorePurchases
143,1970,Graduate,Single,61209.0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,0,0,0,0,0,0,43,Adult,Medium,0,957,405,12,957,12,Gold,NumWebPurchases
450,1958,Graduate,Coupled,42315.0,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,0,0,0,0,0,0,55,Senior,Medium,1,270,449,9,270,9,Silver,NumCatalogPurchases
9316,1952,Non-Graduate,Coupled,13084.0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,0,0,0,0,0,0,61,Senior,Low,0,29,336,4,29,8,Silver,NumStorePurchases
6379,1949,Graduate,Single,47570.0,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,0,0,0,0,0,1,64,Senior,Medium,2,121,493,6,121,12,Gold,NumWebPurchases
9239,1961,Graduate,Coupled,61923.0,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,0,0,0,0,0,0,52,Adult,Medium,2,126,435,7,126,8,Silver,NumStorePurchases
8315,1995,Graduate,Single,34824.0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,0,0,0,0,0,0,19,Young,Low,0,23,192,3,23,5,Bronze,NumStorePurchases
2868,1949,Graduate,Single,26518.0,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,0,0,0,0,0,1,64,Senior,Low,2,57,544,5,57,11,Silver,NumStorePurchases
10888,1961,Graduate,Single,45938.0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,0,0,0,0,0,0,52,Adult,Medium,0,636,335,18,636,12,Gold,NumWebPurchases
1277,1960,Graduate,Coupled,78468.0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,0,0,0,1,0,0,54,Adult,High,0,1004,178,27,1004,14,Platinum,NumWebPurchases
9977,1973,Graduate,Single,78901.0,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,0,0,0,0,0,0,40,Adult,High,1,734,382,17,734,11,Silver,NumWebPurchases
10196,1978,Graduate,Coupled,71427.0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,0,0,0,0,0,0,36,Young,High,2,614,206,18,614,12,Gold,NumWebPurchases
6384,1978,Graduate,Single,71022.0,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,1,0,0,0,0,0,36,Young,High,1,1453,235,18,1453,14,Platinum,NumStorePurchases
8029,1988,Graduate,Single,90247.0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,0,1,1,1,0,1,26,Young,High,0,1621,158,14,1621,13,Gold,NumStorePurchases
968,1968,Graduate,Single,41335.0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,0,0,0,0,0,0,45,Adult,Medium,1,187,282,9,187,10,Silver,NumWebPurchases
6988,1986,Graduate,Coupled,71952.0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,1,0,1,0,0,0,27,Young,High,1,1443,632,20,1443,14,Platinum,NumWebPurchases
4472,1970,Graduate,Single,35682.0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,0,0,0,0,0,0,44,Adult,Medium,1,57,99,5,57,8,Silver,NumStorePurchases
6991,1951,Graduate,Single,43185.0,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,0,0,0,0,0,0,62,Senior,Medium,1,637,542,18,637,13,Gold,NumWebPurchases
3336,1948,Graduate,Coupled,66375.0,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,1,0,0,0,0,0,65,Senior,Medium,1,948,317,11,948,10,Silver,NumStorePurchases
4301,1971,Graduate,Coupled,35178.0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,1,0,0,0,0,1,42,Adult,Low,1,59,632,4,59,12,Gold,NumStorePurchases
1940,1986,Graduate,Coupled,25252.0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,0,0,0,0,0,0,27,Young,Low,1,18,449,3,18,9,Silver,NumStorePurchases
1272,1965,Graduate,Single,55250.0,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,0,0,0,0,0,0,47,Adult,Medium,1,903,713,22,903,17,Diamond,NumStorePurchases
1388,1975,Graduate,Single,33249.0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,0,0,0,0,0,0,38,Adult,Low,1,112,591,6,112,13,Gold,NumStorePurchases
1044,1953,Graduate,Coupled,58398.0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,0,0,0,0,0,0,60,Senior,Medium,0,596,508,17,596,13,Gold,NumStorePurchases
6969,1982,Graduate,Coupled,50272.0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,0,0,0,0,0,0,31,Young,Medium,1,233,423,10,233,11,Silver,NumStorePurchases
10479,1975,Graduate,Coupled,76618.0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,0,0,0,0,0,0,37,Adult,High,0,1511,666,10,1511,15,Platinum,NumStorePurchases
3619,1960,Graduate,Single,87305.0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,0,0,1,0,0,1,52,Adult,High,0,1152,741,16,1152,18,Diamond,NumStorePurchases
1715,1978,Graduate,Coupled,25851.0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,0,0,0,0,0,0,35,Young,Low,1,48,600,5,48,9,Silver,NumStorePurchases
10159,1970,Graduate,Single,58710.0,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,0,0,0,0,0,0,43,Adult,Medium,1,1185,552,25,1185,16,Platinum,NumWebPurchases
1463,1958,Graduate,Single,45160.0,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,0,0,0,0,0,0,56,Senior,Medium,2,21,189,3,21,8,Silver,NumStorePurchases
5114,1965,Graduate,Coupled,74806.0,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,0,0,0,0,0,0,47,Adult,High,1,965,654,14,965,16,Platinum,NumWebPurchases
4990,1954,Graduate,Coupled,59111.0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,0,0,0,0,0,0,59,Senior,Medium,0,869,520,20,869,12,Gold,NumWebPurchases
4329,1984,Graduate,Coupled,18988.0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,0,0,0,0,0,0,30,Young,Low,1,16,134,4,16,6,Bronze,NumStorePurchases
10936,1965,Graduate,Coupled,72190.0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,0,0,0,0,0,0,48,Adult,High,0,1947,598,15,1947,14,Platinum,NumCatalogPurchases
4692,1976,Graduate,Coupled,7500.0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,1,0,0,0,0,1,36,Young,Low,1,71,794,7,71,14,Platinum,NumWebPurchases
7212,1966,Graduate,Coupled,44794.0,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,0,0,0,0,0,0,48,Adult,Medium,1,65,118,5,65,5,Bronze,NumStorePurchases
6086,1955,Graduate,Coupled,80395.0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,0,0,0,1,0,0,58,Senior,High,0,1380,315,23,1380,14,Platinum,NumStorePurchases
437,1976,Graduate,Single,75012.0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,0,0,0,0,0,0,38,Adult,High,0,1027,252,22,1027,14,Platinum,NumStorePurchases
11171,1965,Graduate,Coupled,56962.0,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,0,0,0,0,0,0,48,Adult,Medium,3,411,358,14,411,10,Silver,NumWebPurchases
11101,1991,Graduate,Coupled,89891.0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,0,0,1,0,0,0,22,Young,High,0,836,537,25,836,18,Diamond,NumWebPurchases
5329,1949,Graduate,Single,35946.0,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,64,Senior,Medium,2,11,372,3,11,8,Silver,NumStorePurchases
610,1953,Graduate,Coupled,53593.0,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,0,0,0,0,0,0,59,Senior,Medium,2,480,788,15,480,13,Gold,NumWebPurchases
9384,1978,Graduate,Coupled,66373.0,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,0,0,0,0,0,0,35,Young,Medium,2,606,479,16,606,13,Gold,NumStorePurchases
5956,1948,Graduate,Single,45072.0,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,0,0,0,0,0,0,65,Senior,Medium,3,284,353,11,284,10,Silver,NumWebPurchases
10430,1973,Graduate,Single,89694.0,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,0,1,1,1,0,0,40,Adult,High,2,1472,360,11,1472,14,Platinum,NumWebPurchases
7875,1949,Graduate,Coupled,72025.0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,0,1,1,1,0,1,65,Senior,High,0,1677,158,25,1677,14,Platinum,NumStorePurchases
7072,1973,Graduate,Coupled,67432.0,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,0,0,0,0,0,0,40,Adult,Medium,1,1335,554,17,1335,15,Platinum,NumWebPurchases
6255,1952,Graduate,Coupled,70545.0,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,0,0,0,0,0,0,62,Senior,High,1,334,123,12,334,11,Silver,NumStorePurchases
6516,1989,Non-Graduate,Coupled,17487.0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,0,0,0,0,0,0,24,Young,Low,1,18,565,3,18,10,Silver,NumStorePurchases
5564,1969,Graduate,Coupled,62882.0,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,0,0,0,0,0,0,43,Adult,Medium,1,1338,786,18,1338,18,Diamond,NumWebPurchases
5682,1953,Graduate,Single,64108.0,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,0,0,0,0,0,0,60,Senior,Medium,1,1099,560,26,1099,18,Diamond,NumStorePurchases
7458,1956,Graduate,Coupled,34941.0,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,0,0,0,0,0,0,57,Senior,Low,2,97,577,6,97,12,Gold,NumWebPurchases
5237,1950,Graduate,Single,48767.0,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,0,0,0,0,0,0,64,Senior,Medium,3,63,276,6,63,8,Silver,NumStorePurchases
7761,1978,Graduate,Coupled,38702.0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,0,0,0,0,0,0,35,Young,Medium,1,109,429,7,109,9,Silver,NumStorePurchases
5278,1964,Graduate,Coupled,82224.0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,0,0,0,1,0,0,50,Adult,High,0,902,252,20,902,11,Silver,NumCatalogPurchases
3560,1952,Graduate,Coupled,83844.0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,0,0,1,0,0,0,61,Senior,High,0,1574,510,19,1574,15,Platinum,NumStorePurchases
7235,1975,Graduate,Coupled,17003.0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,0,0,0,0,0,0,38,Adult,Low,1,38,299,6,38,9,Silver,NumStorePurchases
10548,1995,Graduate,Single,71163.0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,0,0,0,0,0,0,19,Young,High,0,960,209,23,960,14,Platinum,NumStorePurchases
2281,1970,Graduate,Single,33697.0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,1,0,0,0,0,0,43,Adult,Low,1,28,384,3,28,9,Silver,NumStorePurchases
4073,1954,Graduate,Coupled,63564.0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,1,0,0,0,0,1,60,Senior,Medium,0,1215,248,27,1215,17,Diamond,NumWebPurchases
6974,1972,Graduate,Coupled,83443.0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,0,0,0,0,0,0,41,Adult,High,0,1497,277,21,1497,13,Gold,NumCatalogPurchases
